0.162566,0.000112491,5.22387e-05,4.07539e-06,5.90717e-11,4.31815e-08,4.85681e-11,0.550842,0.449158,36100.4,2089.01,449.883,1073.52,9269.87,21371.9,2788.35,325.82,1704.24,2465.9,4036.08,1607.34,49.2335,1884.5,2051.47,193.723,2079.21,768.096,641.864,871.491,378.79,2176.05,814.787,22.1108,877.478,2206,96,194,78,203,206,32223,36008,39793,43578,51148,1202.19,133.577,48.0876,24.5345,14.8418,9.8147,0.568096,0,0,
0.32189,0.0398163,0.0204005,0.00158962,7.45824e-08,-7.29971e-05,4.94563e-07,0.655083,0.344917,170173,81875.1,38810.3,40036.3,18276.3,32627.9,34700.4,26777.9,6088.45,1639.48,6189.34,1740.53,3442.33,1138.31,1824.2,27.6511,8516.52,5055.07,4926.14,2852.84,3665.09,6289.22,2131.11,1096.97,6882.68,311123,11111,10712,767,233,35,9,106641,213274,319906,533171,16115.9,1691.37,601.614,230.294,110.001,62.6972,2.49659,0,0,
0.244357,0.00526733,0.000976804,2.9592e-06,1.32252e-10,1.96722e-07,-8.31248e-11,0.59338,0.40662,19254.2,2294.79,3620.48,963.505,899.897,2778.22,5755.33,5259.54,656.631,2096.38,410.895,1297.55,367.843,606.203,365.458,1309.34,259.413,313.946,16.4944,535.884,393.408,470.229,482.105,317.654,928.23,5155,196,76,119,156,91,11,18440.4,36869.8,55299.2,92158,500.154,55.5727,14.7979,3.24775,3.35528,0.444095,0,0,0,
0.193682,0.00560276,0.00202661,5.7565e-05,1.96054e-08,4.30567e-06,-4.49891e-09,0.409852,0.590148,2496.16,923.961,108.805,240.486,312.917,852.893,517.757,230.599,650.473,354.19,145.605,97.6694,74.971,38.6356,342.145,168.447,184.061,27.292,67.8214,62.1779,146.002,31.2727,44.3584,79.5886,107.176,276,86,26,62,50,50,194,2122,4050,5978,9834,19.3949,2.15499,0.775796,0.379982,0.174794,0.0865558,0.040167,0,0,
0.298658,0.0360021,0.0153898,0.00163653,-2.30133e-06,-0.000150028,-8.07359e-06,0.751699,0.248301,60617.4,15984.9,3219.83,720.308,7510.28,8915.86,8648.76,11089.8,2602.69,229.852,5570.62,1117.18,266.998,690.147,1515.3,1993.26,1199.72,2131.61,1417.85,1283.89,1176.96,832.824,573.922,447.193,623.418,3294,41,269,70,283,266,4,12474.2,24944.4,37414.6,62355,1736.07,182.624,52.0821,26.1532,5.54848,3.58692,1.86913,1.86048,0,
0.536079,0.243663,0.00332876,0.00211698,5.61867e-06,0.00104306,1.99284e-06,0.720124,0.279876,112860,10364.8,3740.89,19518.8,17731,3799.28,38092.9,4886.95,1609.03,3089.8,501.026,2191.43,1137.3,3872.27,1501.05,4733.67,2195.86,3956.71,1470.43,2687.1,385.83,3677.63,163.657,1637.69,698.103,4502,453,195,473,73,234,3259,28302.8,53346.6,78390.4,128478,8519.94,489.135,176.089,89.8412,54.3484,36.382,26.0486,19.5654,4.71485,
0.342584,0.0865713,0.00781791,0.00470705,2.85457e-05,0.00137884,-2.48643e-05,0.956045,0.0439552,96922.1,28387.4,14194.4,3749.96,1606.96,3385.71,1269.75,1313.26,1852.18,4643.14,1012.52,1045.76,2476,1455.15,325.794,667.013,10.8717,432.001,457.341,530.171,326.503,592.399,159.434,361.382,425.378,267,89,65,120,30,82,3747,4319,4891,5463,6607,826.505,91.8339,15.1095,0,0,0,0,0,0,
0.298902,0.0596649,0.000108601,2.44469e-05,9.71742e-10,3.79602e-06,-1.25857e-09,0.887232,0.112768,89945.2,23493.2,5862.12,4267.92,9742.46,2600.63,8984.14,5723.39,1746.84,738.614,892.502,1208.72,981.999,249.739,772.256,1124.19,162.823,663.648,174.855,184.028,444.055,537.752,643.672,188.371,395.011,2218,23,178,52,199,196,15390,17326.8,19263.6,21200.4,25074,1046.05,116.227,41.8418,11.4646,0.478301,0,0,0,0,
0.282706,0.0207758,0.00497456,0.00117671,2.11859e-06,3.12515e-05,-2.75222e-06,0.799154,0.200846,182961,4220.12,4536.74,3707.68,29251.4,46506,6471.89,4547.32,7709.39,7436.9,4862.38,5138.24,1529.22,5491.92,9153.86,5659.78,964.5,483.584,3162.79,2682.1,1774.5,1793.26,1181.41,2602.55,465.404,275404,36,259,372,398,287,0,16472.4,32944.8,49417.2,82362,9442.03,1040.2,261.023,120.081,61.4797,21.9337,23.556,10.4344,0,
0.253451,0.0103095,0.00275962,0.00020537,-6.07761e-08,-2.05962e-05,1.54134e-07,0.757087,0.242913,104473,5590.53,1177.25,2123.56,14292.8,29801.6,1615.4,6026.1,8879.11,6725.48,4443.79,2252.67,2521.98,244.843,5167.88,5341.57,2645.48,812.5,2206.57,1871.68,1074.28,1520.41,217.418,1716.54,841.361,2261,123,296,87,277,325,72686,90205,107724,125243,160281,3955.18,439.465,133.246,58.2067,32.3902,14.7094,8.03519,3.14462,0,
0.259404,0.0363949,0.00167438,0.000276432,1.54546e-07,3.06168e-05,-4.40268e-08,0.918945,0.0810547,93161.1,26831.8,13066.5,595.795,3769.11,1905.92,2202.74,1925.33,1113.76,2841.87,227.771,1994.1,892.935,751.931,547.386,664.809,152.644,799.86,974.667,645.391,335.215,467.878,13.6467,155.388,360.472,2175,108,87,101,83,59,8400,9481,10562,11643,13805,206.626,22.9585,8.26505,4.21686,2.55094,1.70765,0.936084,0.286981,0.178742,
0.377553,0.0927681,0.00112004,0.00109887,1.21838e-06,0.00031304,1.21716e-06,0.905727,0.0942728,91820.1,9495.63,12243.2,5447.13,635.869,2560.76,2495.27,2804.32,1022.51,669.15,2009.45,93.3331,219.542,852.539,1791.04,864.766,141.093,430.945,55.341,447.166,419.737,680.185,792.817,334.777,614.007,2219,145,21,199,95,20,15452,19380,23308,27236,35092,322.854,35.8726,12.2684,3.68975,0.996461,0.133411,0.45849,0.286981,0,
0.232684,0.0170783,0.000546616,5.0238e-05,5.16349e-09,6.55002e-06,4.31623e-09,0.741982,0.258018,309095,4235.04,2977.2,14677.3,58502.5,73644.7,4134.77,24702.9,6100.12,31485.5,19550.2,13166.2,1120.13,9145.76,10448.7,189.332,5002.17,1562.54,6871.85,2134.87,2633.46,6713.78,720.446,2615.01,2138.43,234608,86,460,826,522,400,0,164828,329656,494484,824140,27940,3110.35,1108.58,347.646,173.288,115.784,42.1557,5.54261,0,
0.275623,0.0472189,0.000237084,6.72775e-05,7.36764e-09,6.282e-06,2.5373e-10,0.53654,0.46346,51334.1,33202.4,2280.83,20917.1,11921.6,19276.7,16685.2,7410.35,286.53,2272.53,4671.89,5033.96,3004.79,1917.03,2974.55,3520.08,3034.4,1468.38,618.275,593.327,2606.69,1698.92,327.893,24.1762,416.984,2413,68,142,360,345,91,14642,18744.4,22846.8,26949.2,35154,3522.34,391.371,140.894,59.883,1.54231,0,0,0,0,
0.228989,0.00211499,0.00545277,6.19976e-05,-9.80468e-10,1.88554e-06,3.09069e-08,0.578429,0.421571,47968.2,1302.69,1592.78,4160.52,8158.93,2106.95,14386,1368.25,3747.74,7046.17,6252.43,4413.59,101.469,1665.46,5884.15,2477.02,1542.03,1192.07,1488.37,781.525,345.538,1181.41,1082.33,91.8374,927.092,5283,27,306,345,256,281,513,12032.4,23551.8,35071.2,58110,1521.23,172.547,69.6173,42.2563,24.8777,9.58188,6.12591,2.18324,0,
0.32441,0.077215,0.000445123,0.000285055,1.01483e-07,7.8142e-05,7.94066e-08,0.923307,0.0766927,78002.6,13129.3,23001.6,6776.89,2530.36,2930.88,1774.63,2626.02,2777.3,1110.97,437.674,133.206,1089.51,471.672,1171.42,1071.35,121.049,133.632,188.147,662.207,436.826,47.2455,89.046,31.6425,628.122,275,88,81,133,54,164,8820,10282.2,11744.4,13206.6,16131,688.754,76.5282,26.3664,4.55729,0,0,0,0,0,
0.1981,0.00703248,0.000785833,9.64644e-05,2.59177e-08,6.7974e-06,1.20406e-08,0.876953,0.123047,88903,8891.47,10563.2,2259.14,7965.5,4968.57,1370.64,2223.64,384.561,609.738,2042.17,517.871,509.033,313.455,1034.03,1838.91,118.349,151.781,76.7319,626.519,269.873,210.521,622.325,647.897,536.409,2205,131,126,118,122,147,20136,22977.8,25819.6,28661.4,34345,632.793,70.3103,25.3117,12.9141,7.81226,4.72273,0.802358,0.14349,0.435685,
0.299463,0.0591109,0.00234664,0.000803895,1.04963e-06,0.000165032,-9.50803e-07,0.732975,0.267025,99365.4,30570.4,11897.4,4101.68,11248.8,9268.69,29369.8,1956.86,14489.1,3589.79,1690.76,4198.92,3062.1,571.262,1923.91,1744.85,1435.25,61.638,311.804,2175.31,251.356,1720.47,439.201,884.919,507.149,1366,250,94,280,174,53,79721,87085.6,94450.2,101815,116544,1398.81,155.424,55.9525,28.5472,17.2693,10.7755,4.49615,1.55424,0.403349,
